tracking_id,datetime,windmill_generated_power(kW/h)
WM_9177,1/11/2019 19:23,3.919539815
WM_19922,4/18/2019 21:53,2.28130485
WM_35841,8/20/2019 1:13,3.76525484
WM_19868,4/17/2019 17:43,6.440309865
WM_12970,2/9/2019 10:23,6.15590987
WM_37316,9/1/2019 8:43,4.659568153
WM_39961,9/21/2019 0:23,5.4527098
WM_17607,3/20/2019 21:23,2.713429875
WM_40102,9/21/2019 23:53,8.29750454
WM_2144,11/16/2018 10:13,7.827076053
WM_9271,1/12/2019 11:13,3.243620895
WM_29732,7/4/2019 12:53,4.975823347
WM_37791,9/4/2019 15:53,2.391266557
WM_35411,8/17/2019 1:23,8.645288406
WM_22158,5/8/2019 13:43,3.201226179
WM_17439,3/19/2019 16:33,8.2036048
WM_14721,2/22/2019 10:23,9.999984475
WM_18343,3/26/2019 11:43,4.957527661
WM_704,11/5/2018 11:13,6.944473495
WM_37067,8/28/2019 14:53,2.38675988
WM_9000,1/10/2019 13:33,5.25625971
WM_21797,5/6/2019 1:33,6.695341916
WM_12267,2/4/2019 10:53,9.133894375
WM_39016,9/13/2019 16:23,2.650689347
WM_7944,1/3/2019 0:23,9.462949375
WM_10262,1/19/2019 17:53,13.31521445
WM_16784,3/13/2019 6:43,4.547452379
WM_23388,5/17/2019 8:43,3.83679983
WM_32726,7/28/2019 2:03,8.03241954
WM_4248,12/5/2018 5:03,7.281741768
WM_8506,1/7/2019 1:13,5.515882165
WM_5624,12/17/2018 4:33,7.19452474
WM_17701,3/21/2019 13:33,2.012811694
WM_11030,1/25/2019 11:53,11.41112433
WM_34069,8/7/2019 0:53,7.081178816
WM_16829,3/13/2019 15:13,1.706969955
WM_18738,3/30/2019 12:23,3.448638706
WM_30770,7/12/2019 1:53,7.462255256
WM_26628,6/11/2019 21:03,6.695078726
WM_21140,4/30/2019 17:23,2.623294294
WM_30005,7/6/2019 12:03,4.615436663
WM_629,11/4/2018 19:43,9.339741237
WM_20091,4/21/2019 22:33,6.906516406
WM_30426,7/9/2019 14:53,7.055005328
WM_27113,6/15/2019 12:03,4.487541895
WM_27013,6/14/2019 18:43,6.04448495
WM_12223,2/4/2019 3:33,8.519669395
WM_35652,8/18/2019 17:33,4.883994311
WM_34308,8/8/2019 18:03,3.095046959
WM_34324,8/8/2019 20:43,2.7519443
WM_30346,7/8/2019 23:53,9.509162616
WM_40184,9/22/2019 13:33,7.395610247
WM_20612,4/27/2019 1:23,5.97725984
WM_23258,5/16/2019 11:03,5.640014865
WM_8556,1/7/2019 9:33,7.724087935
WM_32174,7/22/2019 1:53,4.857047174
WM_4179,12/4/2018 15:43,8.25797947
WM_9797,1/16/2019 6:53,8.184278474
WM_4680,12/8/2018 8:53,7.6419197
WM_36448,8/24/2019 7:03,3.658841979
WM_28854,6/28/2019 5:53,3.617922089
WM_394,10/31/2018 23:23,4.78169477
WM_33325,8/1/2019 18:23,3.446447216
WM_16656,3/12/2019 6:23,8.293427111
WM_11905,2/1/2019 21:53,9.288329225
WM_2920,11/25/2018 7:33,6.50325488
WM_7349,12/29/2018 20:13,13.40879966
WM_9085,1/11/2019 4:03,8.8090744
WM_27534,6/18/2019 13:03,4.606388661
WM_13990,2/17/2019 0:43,9.928549415
WM_20377,4/25/2019 7:43,5.616649806
WM_22042,5/7/2019 18:23,5.86864481
WM_22164,5/8/2019 14:43,3.374949885
WM_4104,12/4/2018 3:13,5.038744183
WM_16665,3/12/2019 8:13,6.449359815
WM_31993,7/20/2019 18:03,3.255057753
WM_10186,1/19/2019 4:53,3.74006979
WM_1861,11/14/2018 9:43,3.186466567
WM_5331,12/15/2018 1:43,5.134420926
WM_4320,12/5/2018 17:13,7.26219972
WM_12601,2/6/2019 19:23,7.518869745
WM_18754,3/31/2019 9:13,6.005487375
WM_3098,11/26/2018 15:03,6.55054484
WM_10326,1/20/2019 4:43,9.9072044
WM_2872,11/24/2018 22:43,5.8759054
WM_24907,5/29/2019 1:23,4.920919805
WM_40180,9/22/2019 12:53,5.38069478
WM_10107,1/18/2019 15:13,12.25064437
WM_24594,5/25/2019 22:23,7.414968481
WM_35237,8/15/2019 6:33,5.560933228
WM_14710,2/22/2019 8:33,9.28668946
WM_13357,2/12/2019 7:33,9.466677194
WM_17132,3/17/2019 10:53,2.506094653
WM_20025,4/19/2019 16:33,3.252252526
WM_17072,3/15/2019 10:23,3.584338761
WM_18288,3/26/2019 2:33,2.86915988
WM_35017,8/13/2019 17:53,6.676405629
WM_20671,4/27/2019 11:13,3.253699863
WM_19644,4/15/2019 9:33,2.996917488
WM_17423,3/19/2019 13:53,3.01854988
WM_17912,3/23/2019 4:03,4.542862911
WM_18617,3/28/2019 9:53,1.883147247
WM_14888,2/23/2019 22:13,6.097624765
WM_20312,4/24/2019 20:53,5.043893976
WM_879,11/6/2018 20:43,6.764639785
WM_7182,12/28/2018 16:23,13.04422962
WM_4546,12/7/2018 9:43,9.92775915
WM_13499,2/13/2019 9:03,5.311683122
WM_24724,5/27/2019 15:23,6.009299842
WM_20199,4/22/2019 16:33,4.401473484
WM_32927,7/29/2019 22:03,8.093221983
WM_30968,7/13/2019 11:13,5.012556075
WM_6879,12/26/2018 12:33,13.1188793
WM_10761,1/23/2019 14:03,9.738654325
WM_33831,8/5/2019 8:43,4.494868242
WM_10702,1/23/2019 4:13,9.339993559
WM_22335,5/9/2019 20:53,4.983315611
WM_9492,1/14/2019 0:13,5.330244755
WM_21698,5/5/2019 8:53,3.950589342
WM_5194,12/12/2018 2:23,9.343234375
WM_2524,11/22/2018 11:23,5.935038722
WM_25929,6/6/2019 17:13,4.99476486
WM_26011,6/7/2019 8:13,4.12949984
WM_29198,6/30/2019 18:13,8.837843833
WM_36054,8/21/2019 12:43,4.90651645
WM_28680,6/26/2019 22:33,6.072715516
WM_2743,11/24/2018 1:03,1.2210764
WM_11222,1/26/2019 20:03,13.61561453
WM_14690,2/22/2019 5:13,6.130529296
WM_2135,11/16/2018 8:43,8.85056446
WM_32956,7/30/2019 3:03,6.130529296
WM_4728,12/8/2018 16:53,6.63650465
WM_3126,11/26/2018 19:43,5.12189974
WM_35598,8/18/2019 8:33,3.239505089
WM_8350,1/5/2019 21:53,8.768194321
WM_18136,3/24/2019 21:33,5.611757695
WM_28654,6/26/2019 18:13,3.360668289
WM_14103,2/17/2019 20:53,7.288829176
WM_32019,7/20/2019 22:23,8.870073268
WM_1198,11/9/2018 11:13,2.97553989
WM_20470,4/25/2019 23:13,6.836799879
WM_25079,5/30/2019 6:23,4.180027611
WM_38273,9/8/2019 0:13,9.525665944
WM_13688,2/14/2019 17:23,6.505852447
WM_7778,1/1/2019 20:43,10.80122945
WM_19080,4/5/2019 8:13,4.137310933
WM_29553,7/3/2019 6:23,2.710499868
WM_21177,4/30/2019 23:43,5.676749806
WM_24461,5/24/2019 23:53,6.498335106
WM_35340,8/16/2019 13:33,5.31399479
WM_9204,1/11/2019 23:53,4.525005089
WM_40210,9/22/2019 17:53,7.18796452
WM_16485,3/9/2019 9:13,6.261505361
WM_2208,11/16/2018 20:53,1.367844959
WM_25883,6/6/2019 9:33,3.199149845
WM_32905,7/29/2019 18:23,4.272584775
WM_8176,1/4/2019 16:53,7.157449639
WM_22917,5/14/2019 1:53,4.429015589
WM_6476,12/23/2018 15:53,10.01346599
WM_15550,2/28/2019 22:33,9.8150994
WM_21149,4/30/2019 19:03,3.98781485
WM_870,11/6/2018 17:13,2.17991492
WM_5219,12/12/2018 6:33,9.273479433
WM_6979,12/27/2018 5:13,7.34549472
WM_23143,5/15/2019 15:53,5.36241978
WM_24971,5/29/2019 12:13,5.170226153
WM_22125,5/8/2019 8:13,2.740364865
WM_6883,12/26/2018 13:13,11.84341925
WM_461,11/1/2018 10:33,6.348905095
WM_23229,5/16/2019 6:13,4.824844228
WM_30939,7/13/2019 6:23,5.87478976
WM_29649,7/3/2019 23:03,9.846227061
WM_25951,6/6/2019 21:33,6.99826464
WM_39104,9/14/2019 7:03,3.673655372
WM_33474,8/2/2019 19:33,7.29692975
WM_18176,3/25/2019 4:53,2.620366522
WM_30652,7/11/2019 5:23,5.390914765
WM_19854,4/17/2019 15:03,5.975599825
WM_10170,1/19/2019 2:13,9.71800444
WM_22926,5/14/2019 3:23,3.852541921
WM_14780,2/23/2019 2:13,6.952788706
WM_26266,6/9/2019 7:33,3.147914875
WM_6475,12/23/2018 15:43,10.86913938
WM_7168,12/28/2018 14:03,13.2859194
WM_7600,12/31/2018 14:23,11.39967706
WM_18437,3/27/2019 3:23,3.93878981
WM_31844,7/19/2019 16:23,5.429310906
WM_39083,9/14/2019 3:33,5.055068221
WM_13269,2/11/2019 16:23,4.830079775
WM_36503,8/24/2019 16:13,2.818106156
WM_11270,1/27/2019 4:03,7.162159725
WM_5894,12/19/2018 4:03,9.7671945
WM_15999,3/5/2019 18:43,7.332889153
WM_20814,4/28/2019 11:03,1.912364885
WM_24871,5/28/2019 17:03,8.809060472
WM_32184,7/22/2019 3:33,3.503868644
WM_8284,1/5/2019 10:53,6.302362942
WM_17898,3/23/2019 1:13,4.779589211
WM_27218,6/16/2019 6:03,6.278772044
WM_37428,9/2/2019 3:23,5.51517483
WM_7097,12/28/2018 2:13,9.525567789
WM_4356,12/5/2018 23:13,8.50967715
WM_20914,4/29/2019 3:43,2.784271293
WM_31053,7/14/2019 1:23,7.032357663
WM_35228,8/15/2019 5:03,6.663466544
WM_2364,11/17/2018 23:03,6.04748484
WM_28658,6/26/2019 18:53,4.235878768
WM_24641,5/26/2019 6:43,6.486174865
WM_13476,2/13/2019 5:13,4.963611565
WM_20764,4/28/2019 2:43,5.30131095
WM_21959,5/7/2019 4:33,3.612919835
WM_8920,1/10/2019 0:03,2.812682235
WM_26487,6/10/2019 20:53,7.932444122
WM_2814,11/24/2018 13:03,6.382783974
WM_27892,6/21/2019 5:53,4.969316567
WM_39771,9/18/2019 22:33,8.692604663
WM_22588,5/11/2019 17:03,3.685620874
WM_35040,8/13/2019 21:43,10.06680436
WM_35559,8/18/2019 2:03,4.943399776
WM_24785,5/28/2019 2:03,4.667949845
WM_13632,2/14/2019 7:53,9.914134375
WM_21320,5/1/2019 23:33,5.033016428
WM_30322,7/8/2019 19:43,7.70429945
WM_19590,4/15/2019 0:23,3.577593588
WM_2971,11/25/2018 16:53,7.108524715
WM_11691,1/31/2019 9:13,6.831831379
WM_18675,3/28/2019 20:53,3.652020895
WM_19869,4/17/2019 17:53,6.268764865
WM_8341,1/5/2019 20:23,5.429310906
WM_17086,3/15/2019 13:33,2.426010421
WM_8514,1/7/2019 2:33,7.763510132
WM_39343,9/15/2019 23:13,7.94226965
WM_19604,4/15/2019 2:43,2.822427611
WM_28068,6/22/2019 13:03,5.369899837
WM_37814,9/4/2019 19:43,4.042289805
WM_5418,12/15/2018 16:53,3.065142026
WM_12706,2/7/2019 13:33,7.94587958
WM_11583,1/30/2019 14:53,5.195879795
WM_35321,8/15/2019 20:43,8.541664595
WM_12749,2/7/2019 20:43,4.172969835
WM_26402,6/10/2019 6:43,4.748626121
WM_23909,5/21/2019 0:23,7.644589216
WM_2010,11/15/2018 11:33,3.6185234
WM_12184,2/3/2019 21:03,9.047859375
WM_15495,2/28/2019 13:23,10.34294925
WM_7822,1/2/2019 4:03,10.30280439
WM_14074,2/17/2019 16:03,8.412609385
WM_37128,8/31/2019 1:23,6.9118366
WM_23175,5/15/2019 21:13,7.511736437
WM_38061,9/6/2019 12:53,2.60808984
WM_2647,11/23/2018 8:43,8.625971694
WM_5821,12/18/2018 15:43,7.650144605
WM_30593,7/10/2019 18:53,4.857047174
WM_29756,7/4/2019 16:53,6.721044222
WM_28201,6/23/2019 11:53,7.410564605
WM_13957,2/16/2019 19:03,8.477189415
WM_35804,8/19/2019 19:03,6.501684845
WM_4993,12/10/2018 15:43,8.036747189
WM_18950,4/4/2019 5:23,3.840347147
WM_33514,8/3/2019 2:23,5.686363026
WM_31462,7/16/2019 23:03,8.157057416
WM_29432,7/2/2019 9:53,3.811738722
WM_32646,7/27/2019 11:33,4.938799839
WM_28556,6/26/2019 1:33,8.23506937
WM_8117,1/4/2019 6:33,5.239744805
WM_29456,7/2/2019 14:03,4.033410972
WM_35052,8/13/2019 23:43,8.48665956
WM_7202,12/28/2018 19:43,12.08339443
WM_13312,2/11/2019 23:33,4.190074835
WM_39023,9/13/2019 17:33,3.369215632
WM_37650,9/3/2019 16:23,2.517173526
WM_15340,2/27/2019 11:33,12.23903942
WM_12685,2/7/2019 9:43,8.24225954
WM_37079,8/28/2019 16:53,2.755569925
WM_8485,1/6/2019 21:23,5.4963998
WM_34135,8/7/2019 12:33,4.914210263
WM_5473,12/16/2018 2:03,7.7895398
WM_7190,12/28/2018 17:43,6.130529296
WM_3338,11/28/2018 7:43,5.21951987
WM_14577,2/21/2019 10:23,9.19178945
WM_21241,5/1/2019 10:23,2.566915695
WM_20978,4/29/2019 14:23,3.47606655
WM_15740,3/3/2019 20:53,11.18610953
WM_29441,7/2/2019 11:33,4.658262269
WM_15806,3/4/2019 8:43,5.22423982
WM_3127,11/26/2018 19:53,4.768049825
WM_18212,3/25/2019 11:43,2.535677633
WM_27838,6/20/2019 20:43,7.7261113
WM_38982,9/13/2019 10:43,2.756705121
WM_25820,6/5/2019 22:33,7.57781635
WM_34735,8/11/2019 18:43,5.256959685
WM_17000,3/14/2019 21:23,4.498309845
WM_12354,2/5/2019 1:43,9.541188378
WM_22203,5/8/2019 21:43,4.42938982
WM_36805,8/26/2019 19:13,4.281305068
WM_32424,7/23/2019 19:53,3.404219825
WM_1786,11/13/2018 20:53,3.379383239
WM_7831,1/2/2019 5:33,8.67472938
WM_24210,5/23/2019 2:43,5.338105378
WM_22966,5/14/2019 10:13,4.236852511
WM_38499,9/9/2019 15:23,4.533849861
WM_12737,2/7/2019 18:43,7.573464371
WM_31149,7/14/2019 18:03,5.26970488
WM_5001,12/10/2018 17:03,7.612294485
WM_31864,7/19/2019 19:43,6.072715516
WM_12494,2/6/2019 1:33,10.58920948
WM_6889,12/26/2018 14:13,6.130529296
WM_26800,6/13/2019 4:03,4.241338706
WM_3330,11/28/2018 6:23,5.874994805
WM_18565,3/28/2019 0:53,2.53498491
WM_36864,8/27/2019 5:03,2.657068289
WM_392,10/31/2018 23:03,4.89302765
WM_18510,3/27/2019 15:43,4.43405485
WM_34216,8/8/2019 2:43,5.559009835
WM_4196,12/4/2018 20:23,9.69332945
WM_18616,3/28/2019 9:43,2.739588112
WM_29506,7/2/2019 22:33,9.14414943
WM_18965,4/4/2019 7:53,4.948999816
WM_18587,3/28/2019 4:33,4.609339835
WM_12857,2/8/2019 15:13,6.479605706
WM_12016,2/2/2019 16:53,11.36893688
WM_25918,6/6/2019 15:23,4.1556554
WM_23100,5/15/2019 8:43,3.673073526
WM_312,10/31/2018 9:33,10.90227731
WM_16658,3/12/2019 6:43,7.881224625
WM_5868,12/18/2018 23:43,10.47786445
WM_6013,12/19/2018 23:53,10.20144433
WM_5855,12/18/2018 21:33,9.632014325
WM_21942,5/7/2019 1:43,4.802868163
WM_6675,12/25/2018 1:53,9.241154635
WM_31222,7/15/2019 6:13,7.13693482
WM_5949,12/19/2018 13:13,9.589694325
WM_13528,2/13/2019 13:53,6.700116511
WM_4160,12/4/2018 12:33,10.65490931
WM_9673,1/15/2019 8:33,4.814409845
WM_29568,7/3/2019 8:53,3.2156561
WM_30873,7/12/2019 19:03,6.493705367
WM_10520,1/21/2019 13:13,14.31365943
WM_29076,6/29/2019 20:43,7.559820889
WM_28662,6/26/2019 19:33,6.200388661
WM_24169,5/22/2019 19:53,5.565999894
WM_21891,5/6/2019 17:13,4.382934815
WM_9745,1/15/2019 22:03,9.74588937
WM_18303,3/26/2019 5:03,4.370968221
WM_22367,5/10/2019 2:13,2.421674845
WM_4146,12/4/2018 10:13,9.514649265
WM_29424,7/2/2019 8:33,4.483994563
WM_16018,3/6/2019 0:03,7.98033959
WM_3436,11/29/2018 0:13,6.506639755
WM_22185,5/8/2019 18:43,6.325844111
WM_32125,7/21/2019 17:23,6.893820774
WM_24425,5/24/2019 17:53,3.71348875
WM_21418,5/2/2019 15:53,3.168552474
WM_36502,8/24/2019 16:03,3.624189363
WM_27923,6/21/2019 11:13,7.067584785
WM_2290,11/17/2018 10:33,8.71899443
WM_8504,1/7/2019 0:43,4.688099815
WM_26229,6/9/2019 1:03,5.665547284
WM_12427,2/5/2019 13:53,5.3413208
WM_7068,12/27/2018 21:23,11.12209445
WM_19350,4/7/2019 10:03,2.799436711
WM_3638,11/30/2018 10:53,6.614668337
WM_9907,1/17/2019 2:43,9.35636445
WM_36159,8/22/2019 6:23,6.612644222
WM_33898,8/5/2019 20:03,8.321719515
WM_1719,11/13/2018 8:33,5.877838761
WM_24668,5/26/2019 11:33,5.23164481
WM_13867,2/16/2019 3:23,8.07411956
WM_28409,6/24/2019 23:53,7.38935312
WM_7223,12/28/2018 23:13,10.81971446
WM_196,10/30/2018 6:13,9.11881452
WM_4889,12/9/2018 21:03,5.351624815
WM_34629,8/11/2019 0:33,12.52524124
WM_4772,12/9/2018 1:23,10.50185803
WM_2785,11/24/2018 8:13,7.358094665
WM_31911,7/20/2019 3:43,4.225562905
WM_19508,4/8/2019 13:43,4.684189845
WM_23651,5/19/2019 5:23,4.623177633
WM_30594,7/10/2019 19:03,4.50789481
WM_37296,9/1/2019 5:23,4.700794267
WM_24851,5/28/2019 13:23,8.454293983
WM_23223,5/16/2019 5:13,4.710631363
WM_22499,5/11/2019 2:13,4.94930975
WM_3781,12/1/2018 16:13,4.351082153
WM_6424,12/23/2018 5:03,8.87570431
WM_39876,9/19/2019 16:03,7.718771939
WM_3434,11/28/2018 23:53,8.614705482
WM_3932,12/2/2018 22:33,8.598941632
WM_32194,7/22/2019 5:13,4.666610316
WM_16189,3/7/2019 5:13,8.719349505
WM_17276,3/18/2019 12:03,4.10843483
WM_24978,5/29/2019 13:23,4.4761399
WM_30302,7/8/2019 16:13,5.487544356
WM_29787,7/4/2019 22:03,6.859310321
WM_22781,5/13/2019 3:13,4.354915589
WM_17751,3/21/2019 21:53,4.70724425
WM_24495,5/25/2019 5:53,6.299694194
WM_7927,1/2/2019 21:33,9.713184325
WM_10818,1/23/2019 23:53,11.12201452
WM_31055,7/14/2019 1:43,6.6452419
WM_38912,9/12/2019 15:13,3.125019855
WM_14085,2/17/2019 17:53,8.47366942
WM_28452,6/25/2019 7:33,6.190689347
WM_33824,8/5/2019 7:33,5.085589805
WM_18517,3/27/2019 16:53,4.346136605
WM_3112,11/26/2018 17:23,4.810073521
WM_34344,8/9/2019 0:13,4.34927983
WM_14634,2/21/2019 19:53,11.39663438
WM_35019,8/13/2019 18:13,6.278670347
WM_14873,2/23/2019 18:43,5.764954805
WM_29535,7/3/2019 3:23,3.929926493
WM_26344,6/9/2019 20:53,6.610963005
WM_4324,12/5/2018 17:53,9.138569375
WM_18800,4/1/2019 9:53,1.977994637
WM_28652,6/26/2019 17:53,3.115433194
WM_434,11/1/2018 6:03,7.538344595
WM_7773,1/1/2019 19:53,11.50524925
WM_36324,8/23/2019 9:53,3.705110917
WM_3169,11/27/2018 3:13,6.72932971
WM_30393,7/9/2019 9:23,3.166339867
WM_24698,5/26/2019 16:33,5.474999856
WM_32929,7/29/2019 22:23,7.578929625
WM_14549,2/21/2019 5:43,8.35358957
WM_21825,5/6/2019 6:13,5.452441024
WM_25803,6/5/2019 19:43,6.13096484
WM_32217,7/22/2019 9:03,3.053016539
WM_39598,9/17/2019 17:43,8.383244067
WM_106,10/29/2018 14:43,7.182370212
WM_5003,12/10/2018 17:23,6.165019745
WM_24719,5/27/2019 14:33,5.906641926
WM_1302,11/10/2018 9:03,4.203083989
WM_32997,7/30/2019 10:33,2.766215695
WM_28117,6/22/2019 21:23,8.079433056
WM_21164,4/30/2019 21:33,4.587999756
WM_33712,8/4/2019 12:23,5.606669775
WM_28925,6/28/2019 17:53,3.623339825
WM_4574,12/7/2018 15:03,9.025634445
WM_24710,5/27/2019 13:03,5.78283875
WM_14430,2/20/2019 9:13,6.61021486
WM_16691,3/12/2019 14:43,4.62007476
WM_190,10/30/2018 5:13,8.211217288
WM_14139,2/18/2019 3:13,5.258539805
WM_7497,12/30/2018 21:03,12.1972495
WM_15810,3/4/2019 9:23,5.72602983
WM_21869,5/6/2019 13:33,5.490389237
WM_39751,9/18/2019 19:13,9.076369515
WM_30936,7/13/2019 5:43,5.85472986
WM_19617,4/15/2019 4:53,1.959744905
WM_9575,1/14/2019 15:43,7.479941711
WM_32177,7/22/2019 2:23,4.807399867
WM_5507,12/16/2018 8:53,6.688111541
WM_19288,4/6/2019 22:13,5.654129171
WM_16608,3/11/2019 20:53,3.083331458
WM_32073,7/21/2019 8:33,3.338441974
WM_15461,2/28/2019 7:43,9.043924365
WM_22545,5/11/2019 9:53,2.322642
WM_17028,3/15/2019 2:03,2.912722083
WM_16301,3/7/2019 23:53,8.229424425
WM_7010,12/27/2018 10:23,8.170772273
WM_14725,2/22/2019 11:13,9.39161421
WM_35667,8/18/2019 20:03,8.035859555
WM_11860,2/1/2019 14:23,8.642966033
WM_24025,5/21/2019 19:43,5.359733133
WM_23911,5/21/2019 0:43,6.379399837
WM_6671,12/25/2018 1:13,9.36355945
WM_34818,8/12/2019 8:43,3.342541029
WM_35471,8/17/2019 11:23,4.93184985
WM_8321,1/5/2019 17:03,6.550584037
WM_6056,12/20/2018 7:03,7.243087894
WM_586,11/2/2018 8:53,6.3118946
WM_37207,8/31/2019 14:33,3.64169322
WM_25810,6/5/2019 20:53,8.520119445
WM_38360,9/8/2019 14:43,3.259549845
WM_27816,6/20/2019 17:03,4.94332982
WM_709,11/5/2018 12:03,6.75668975
WM_10275,1/19/2019 20:03,14.3542146
WM_11589,1/30/2019 15:53,17.51302645
WM_31555,7/17/2019 14:53,5.35509478
WM_26913,6/14/2019 2:03,6.078731405
WM_10312,1/20/2019 2:13,11.32966614
WM_34596,8/10/2019 19:03,7.07306977
WM_26305,6/9/2019 14:03,4.886127109
WM_39889,9/19/2019 18:13,6.876255278
WM_3655,11/30/2018 18:33,2.79099985
WM_5849,12/18/2018 20:33,8.717929405
WM_34358,8/9/2019 2:33,3.9887098
WM_14580,2/21/2019 10:53,2.598603343
WM_12062,2/3/2019 0:33,10.11525951
WM_5548,12/16/2018 15:43,4.857741905
WM_13842,2/15/2019 23:13,8.065444033
WM_25917,6/6/2019 15:13,4.28558479
WM_31775,7/19/2019 4:53,4.40514979
WM_30420,7/9/2019 13:53,5.307243619
WM_6804,12/25/2018 23:23,6.130529296
WM_5498,12/16/2018 6:53,7.344370376
WM_3539,11/29/2018 18:13,3.426209855
WM_3908,12/2/2018 18:33,3.394010421
WM_16538,3/10/2019 13:43,7.197041658
WM_40109,9/22/2019 1:03,6.705126084
WM_5491,12/16/2018 5:13,7.353331258
WM_9464,1/13/2019 19:33,3.818084785
WM_5532,12/16/2018 13:03,4.3999536
WM_20065,4/19/2019 23:13,7.549660744
WM_25139,5/30/2019 21:33,5.013452432
WM_16106,3/6/2019 14:53,10.00974935
WM_21147,4/30/2019 18:43,3.31732484
WM_38527,9/9/2019 20:03,8.400988974
WM_5106,12/11/2018 11:43,8.481457495
WM_24671,5/26/2019 12:03,4.83388654
WM_12842,2/8/2019 12:43,7.151079725
WM_5598,12/17/2018 0:03,8.367679575
WM_11557,1/30/2019 10:13,11.38874933
WM_10959,1/24/2019 23:43,7.84413469
WM_6441,12/23/2018 10:03,10.53111935
WM_20006,4/19/2019 13:23,3.724688717
WM_11784,2/1/2019 1:23,6.88267979
WM_9015,1/10/2019 16:03,4.943329253
WM_12087,2/3/2019 4:43,9.2137943
WM_16281,3/7/2019 20:33,6.908257705
WM_31434,7/16/2019 18:13,8.086029655
WM_36955,8/27/2019 20:13,2.51883488
WM_10796,1/23/2019 19:53,15.72915907
WM_19786,4/17/2019 3:43,4.388524825
WM_38342,9/8/2019 11:43,3.917236621
WM_35307,8/15/2019 18:23,5.286657742
WM_12932,2/9/2019 4:03,7.39769473
WM_38897,9/12/2019 12:43,2.839522106
WM_18277,3/26/2019 0:43,4.035639773
WM_22228,5/9/2019 1:53,0.980239954
WM_1133,11/8/2018 20:43,7.20981981
WM_31320,7/15/2019 22:33,8.144278568
WM_27756,6/20/2019 7:03,4.99476486
WM_12863,2/8/2019 16:13,3.829881088
WM_13624,2/14/2019 6:33,8.9683524
WM_17673,3/21/2019 8:53,2.04708656
WM_282,10/31/2018 4:33,9.32216435
WM_31924,7/20/2019 6:13,5.077115626
WM_18206,3/25/2019 10:43,2.846864865
WM_37537,9/2/2019 21:33,7.492666333
WM_32344,7/23/2019 6:23,4.079416539
WM_7897,1/2/2019 16:33,12.92105948
WM_35982,8/21/2019 0:43,7.181699821
WM_29962,7/6/2019 4:53,5.732110416
WM_20783,4/28/2019 5:53,1.9391649
WM_26068,6/7/2019 17:43,6.973784047
WM_4438,12/6/2018 15:33,8.585604535
WM_29413,7/2/2019 6:43,3.791007477
WM_7895,1/2/2019 16:13,15.05147425
WM_34371,8/9/2019 4:43,4.427049845
WM_29092,6/29/2019 23:33,7.125272067
WM_16151,3/6/2019 22:53,10.23557442
WM_31849,7/19/2019 17:13,5.679378784
WM_164,10/30/2018 0:53,10.00192429
WM_38140,9/7/2019 2:03,8.955899535
WM_39495,9/17/2019 0:33,6.742349711
WM_30374,7/9/2019 6:13,4.017184058
WM_3831,12/2/2018 0:33,6.2124348
WM_5901,12/19/2018 5:13,10.47389939
WM_9337,1/12/2019 22:13,3.239564865
WM_10948,1/24/2019 21:53,8.55917441
WM_24749,5/27/2019 19:33,6.510415584
WM_21894,5/6/2019 17:43,4.585059815
WM_33569,8/3/2019 12:03,6.267129875
WM_21185,5/1/2019 1:03,3.83268486
WM_35009,8/13/2019 16:33,4.975823347
WM_2649,11/23/2018 9:03,10.43824943
WM_29331,7/1/2019 16:33,6.785626142
WM_5374,12/15/2018 9:33,3.915562989
WM_38006,9/6/2019 3:43,5.892324865
WM_25511,6/2/2019 21:43,7.088149733
WM_3504,11/29/2018 11:43,3.5966148
WM_6070,12/20/2018 9:23,9.43736432
WM_33568,8/3/2019 11:53,6.143026226
WM_7791,1/1/2019 22:53,9.34394445
WM_27062,6/15/2019 3:13,5.11118478
WM_29301,7/1/2019 11:33,3.872627594
WM_36684,8/25/2019 22:43,7.766009555
WM_12500,2/6/2019 2:33,8.60996951
WM_29948,7/6/2019 2:03,6.101888728
WM_8052,1/3/2019 18:33,6.86419976
WM_34175,8/7/2019 19:13,5.484084053
WM_18701,3/29/2019 18:43,4.134969835
WM_22050,5/7/2019 19:43,5.586033172
WM_15649,3/1/2019 15:13,9.980089425
WM_39816,9/19/2019 6:03,4.448952421
WM_26064,6/7/2019 17:03,6.275889247
WM_31984,7/20/2019 16:33,3.647120847
WM_542,11/2/2018 0:53,5.165131342
WM_8726,1/8/2019 14:33,8.008094011
WM_21025,4/29/2019 22:13,3.731461006
WM_6865,12/26/2018 10:13,10.09862771
WM_34095,8/7/2019 5:33,3.788041916
WM_3286,11/27/2018 22:53,6.92531977
WM_11409,1/29/2019 9:23,10.56163945
WM_19130,4/5/2019 16:33,2.866794589
WM_20649,4/27/2019 7:33,3.657329218
WM_2652,11/23/2018 9:33,10.1740617
WM_7367,12/29/2018 23:13,9.58419945
WM_27942,6/21/2019 14:23,5.17257975
WM_5165,12/11/2018 21:33,7.796319645
WM_16826,3/13/2019 14:43,1.997442011
WM_34971,8/13/2019 10:13,4.15877488
WM_14881,2/23/2019 20:13,7.845571806
WM_27151,6/15/2019 18:33,6.379599807
WM_12529,2/6/2019 7:23,8.181179635
WM_22373,5/10/2019 3:13,1.53914494
WM_6960,12/27/2018 2:03,10.57279938
WM_1552,11/12/2018 4:33,2.302633194
